,y,y_pred_quad,sd_quad,_source_quad,y_pred_phys,sd_phys,_source_phys,_source_selector,y_loo_quad_ols,sd_loo_quad_ols,lpd_loo_quad_ols,y_loo_affine,sd_loo_affine,lpd_loo_affine,y_loo_phys,sd_loo_phys,lpd_loo_phys
0,5.231399699323243,4.58651362545038,29.9217873861872,car_ml.FitQuadraticConstantNoise,5.027585618411045,1.5048280183388154,car_noise.PhysTwoTermNoise,study_selection.py (selector),4.460374986098993,30.245096877142867,-4.328597552948797,3.570110821237737,1.6829352507100694,-1.9266984211702634,5.010682774260384,1.5407131679617745,-1.3614451275822408
1,277.27315340384547,247.1570550643672,29.9217873861872,car_ml.FitQuadraticConstantNoise,246.65543313383432,23.47688949677485,car_noise.PhysTwoTermNoise,study_selection.py (selector),245.74297748449055,29.902072801283015,-4.872796453743143,246.21443016355892,23.792083210399536,-4.94035550900652,245.99753269612992,23.29880222286991,-4.9683195301832095
2,462.5856419444955,488.9080898758217,29.9217873861872,car_ml.FitQuadraticConstantNoise,489.2786866147618,37.35831387931227,car_noise.PhysTwoTermNoise,study_selection.py (selector),489.92762198499753,29.985511027284893,-4.735378671793844,489.97172806920884,35.23572365267217,-4.783038345818247,490.3188006177221,37.68160884986216,-4.818948807508075
3,75.83672947156876,85.7165296475767,29.9217873861872,car_ml.FitQuadraticConstantNoise,85.23839946838407,11.834308309858551,car_noise.PhysTwoTermNoise,study_selection.py (selector),86.08562872173253,30.20886382354681,-4.384625288987484,86.05468078238044,12.861235694498067,-3.7887529007521437,85.56574751122253,11.908207614258755,-3.72991176309331
4,144.30632210357112,156.3979786816389,29.9217873861872,car_ml.FitQuadraticConstantNoise,155.79613882417453,17.42735105909292,car_noise.PhysTwoTermNoise,study_selection.py (selector),156.91161315454178,30.19044950037723,-4.413628055377601,156.62528420758267,18.485281285721676,-4.057971184882889,156.06620104291505,17.550389484074465,-4.008507357686161
5,616.8590720300592,639.900048304548,29.9217873861872,car_ml.FitQuadraticConstantNoise,641.0426457860294,45.35337977867586,car_noise.PhysTwoTermNoise,study_selection.py (selector),641.656090165031,30.039242605925175,-4.662157921775034,641.6708025211739,40.926457348208565,-4.814485770874395,642.3848386552768,46.254507677930626,-4.905369250737726
6,333.5193503603655,357.9937587957614,29.9217873861872,car_ml.FitQuadraticConstantNoise,357.81628239736347,30.09056406102002,car_noise.PhysTwoTermNoise,study_selection.py (selector),359.00392639001444,30.020285900611373,-4.6811375359271645,358.53578250089544,29.608738843642097,-4.663936335183997,358.476476881164,30.21108568237771,-4.668361197546108
7,34.24217676372983,35.11270796218053,29.9217873861872,car_ml.FitQuadraticConstantNoise,34.982215066462906,6.573082175547694,car_noise.PhysTwoTermNoise,study_selection.py (selector),35.16844372067143,30.244985784126587,-4.3287379044986976,35.14038231362452,7.312841533026396,-2.9161135375800913,35.027528400648826,6.715828929297353,-2.830243327090149
8,63.77959646431859,57.90491538629536,29.9217873861872,car_ml.FitQuadraticConstantNoise,57.57261289818983,9.17061395867218,car_noise.PhysTwoTermNoise,study_selection.py (selector),57.648503174535634,30.232328550281604,-4.348414132941996,57.49455484340207,10.089123361319103,-3.4244312052690846,57.299871735127226,9.263677039200296,-3.3896733039586127
9,413.699724641394,420.9412209172083,29.9217873861872,car_ml.FitQuadraticConstantNoise,421.00979013682894,33.63773070450375,car_noise.PhysTwoTermNoise,study_selection.py (selector),421.2157883813293,30.22570903633969,-4.358548428799308,421.13617095436535,32.6144862758306,-4.429689488142172,421.2556989612891,34.09120110277702,-4.472540000120781
10,722.7200519510965,722.9251377746609,29.9217873861872,car_ml.FitQuadraticConstantNoise,724.5377084793643,49.64245490257253,car_noise.PhysTwoTermNoise,study_selection.py (selector),722.9523265810215,30.24525845046273,-4.328307448882584,723.3728301266691,43.883344406091496,-4.700584020165517,724.7160192617237,51.312907980639515,-4.8576373968337405
11,199.67161381695195,199.26781345441967,29.9217873861872,car_ml.FitQuadraticConstantNoise,198.6880916097708,20.387913892142365,car_noise.PhysTwoTermNoise,study_selection.py (selector),199.24926910401547,30.245214280116965,-4.328373996447378,199.06472368846528,21.378938586470287,-3.981747711524158,198.66653784528228,20.612542249267428,-3.9460270594779896
12,119.25245642741469,118.54755074602454,29.9217873861872,car_ml.FitQuadraticConstantNoise,117.97957477704566,14.581182842726898,car_noise.PhysTwoTermNoise,study_selection.py (selector),118.520388897073,30.24509011519049,-4.328565323373667,118.34237450602546,15.75251286604578,-3.6776073365596416,117.94553003528021,14.796373176713432,-3.617221500394479
13,597.2344953290244,561.8943656716016,29.9217873861872,car_ml.FitQuadraticConstantNoise,562.622971831162,41.26095676036731,car_noise.PhysTwoTermNoise,study_selection.py (selector),560.1635416530937,29.770731040893946,-5.087744162140497,560.3086723018669,37.909221184432184,-5.028528513633744,561.0344737640714,41.475245102373805,-5.024934198153811
14,309.37663661604034,300.065703511481,29.9217873861872,car_ml.FitQuadraticConstantNoise,299.6981633963652,26.707179007919603,car_noise.PhysTwoTermNoise,study_selection.py (selector),299.6459690649966,30.212697569437836,-4.379066043716587,299.69787969942723,26.97061289106601,-4.278077746185984,299.47212759109414,26.94701106972757,-4.28035926198129
15,13.850106099550052,17.3399073752322,29.9217873861872,car_ml.FitQuadraticConstantNoise,17.467205973203313,4.02393760415783,car_noise.PhysTwoTermNoise,study_selection.py (selector),17.719127043641976,30.24042278281299,-4.336302646281348,17.672233485345046,4.469993261158049,-2.7818920954324913,17.72802361107218,4.038687081885493,-2.7758431218645767
16,35.28559025661206,25.598881814060555,29.9217873861872,car_ml.FitQuadraticConstantNoise,25.59028692752469,5.293597312902215,car_noise.PhysTwoTermNoise,study_selection.py (selector),24.800189289967214,30.208751581068945,-4.3873087564918,25.029934240132917,5.733541614737573,-4.265017679526607,24.943548000460336,4.929372838878899,-4.71504510144452
17,342.3482751576668,328.4023052989754,29.9217873861872,car_ml.FitQuadraticConstantNoise,328.12279930455594,28.379041471012,car_noise.PhysTwoTermNoise,study_selection.py (selector),327.7984209129214,30.172264873451677,-4.442132669716944,327.9385001318665,28.338845538385787,-4.3924486827357,327.767784419854,28.607406366364277,-4.402488678338077
18,639.0895463395176,600.269781133429,29.9217873861872,car_ml.FitQuadraticConstantNoise,601.1983852162873,43.282997258069386,car_noise.PhysTwoTermNoise,study_selection.py (selector),597.9459353995876,29.665725583296332,-5.270686801085168,598.297970650262,39.256589712975874,-5.128923670429363,599.3012054470687,43.45462643818152,-5.109844610682681
19,128.56013035842045,136.84533885918592,29.9217873861872,car_ml.FitQuadraticConstantNoise,136.2534332083017,15.990886693651872,car_noise.PhysTwoTermNoise,study_selection.py (selector),137.18001735508145,30.21959858487918,-4.36811059530765,136.97420579497606,17.11894226803945,-3.8799135543277243,136.4493393979645,16.158897950280398,-3.82059215242644
20,257.0007765378474,222.5850084047476,29.9217873861872,car_ml.FitQuadraticConstantNoise,222.0373387794941,21.91551742504792,car_noise.PhysTwoTermNoise,study_selection.py (selector),220.9741352090378,29.796353513209233,-5.044280695677735,221.4700283189356,22.228336329857257,-5.297817841758292,221.29562914468232,21.54337084691301,-5.3624297921604
21,693.8169086805057,766.3199600736548,29.9217873861872,car_ml.FitQuadraticConstantNoise,768.1885106029571,51.86267120079317,car_noise.PhysTwoTermNoise,study_selection.py (selector),779.2280763402829,27.931265658705648,-8.924077898467342,773.7318296193865,43.95645417593436,-6.354786327064179,773.4227937397152,49.211859550432465,-6.123413728780216
22,461.4417783821748,454.2972295418691,29.9217873861872,car_ml.FitQuadraticConstantNoise,454.50981478348695,35.47578255581424,car_noise.PhysTwoTermNoise,study_selection.py (selector),454.0292043195448,30.226236962006226,-4.357719304194636,454.0694493278091,34.02203002267934,-4.46942467530851,454.2786702056946,36.00915303538697,-4.5224971985832125
23,63.91423520822764,71.18329666229022,29.9217873861872,car_ml.FitQuadraticConstantNoise,70.77108259097854,10.493107557317629,car_noise.PhysTwoTermNoise,study_selection.py (selector),71.468336297986,30.22553509901612,-4.358856755820604,71.44047394775842,11.485720049063628,-3.5747319329990592,71.0411741744534,10.604300573427137,-3.5060439700785753
24,46.84298165071614,45.88138581959213,29.9217873861872,car_ml.FitQuadraticConstantNoise,45.64299039001796,7.86467291015262,car_noise.PhysTwoTermNoise,study_selection.py (selector),45.83181280196425,30.244926129384112,-4.328825844301577,45.768396142824926,8.71914681301675,-3.092054507657373,45.586583545621366,8.024808785455363,-3.0137325555237084
25,395.7969602923961,388.84006400183904,29.9217873861872,car_ml.FitQuadraticConstantNoise,388.7786126747877,31.84304850103649,car_noise.PhysTwoTermNoise,study_selection.py (selector),388.56639264222605,30.22719249026154,-4.356290552391748,388.5861681022469,31.20821477352823,-4.386312931950177,388.57805300941516,32.22699085868595,-4.416831286357709
