,y,y_pred_proportional,sd_proportional,_source_proportional,y_pred_additive_proportional,sd_additive_proportional,_source_additive_proportional
0,5.231399699323243,4.586513625451613,0.6089582234163328,modeler,4.586513625451613,5.715598833215703,modeler
1,277.27315340384547,247.1570550643665,32.815409142492086,modeler,247.15705506436655,21.365432139158973,modeler
2,462.5856419444955,488.90808987582267,64.91305294996003,modeler,488.90808987582267,41.1274921971983,modeler
3,75.83672947156876,85.71652964757621,11.380710900310854,modeler,85.71652964757621,9.13863930587282,modeler
4,144.30632210357112,156.39797868163816,20.76519182574063,modeler,156.39797868163816,14.222664072438704,modeler
5,616.8590720300592,639.9000483045503,84.96047944067651,modeler,639.9000483045503,53.613268515513845,modeler
6,333.5193503603655,357.9937587957614,47.531362850565216,modeler,357.9937587957614,30.364257405611237,modeler
7,34.24217676372983,35.112707962180686,4.661966366202753,modeler,35.112707962180686,6.409273674093263,modeler
8,63.77959646431859,57.90491538629514,7.688121584341593,modeler,57.90491538629514,7.469455588763015,modeler
9,413.699724641394,420.9412209172088,55.888990851347415,modeler,420.94122091720874,35.52864978093661,modeler
10,722.7200519510965,722.9251377746642,95.9838438327804,modeler,722.9251377746642,60.49519626535012,modeler
11,199.67161381695195,199.26781345441907,26.457083435201152,modeler,199.26781345441907,17.552928483636066,modeler
12,119.25245642741469,118.54755074602387,15.739734314110532,modeler,118.54755074602389,11.404287820512499,modeler
13,597.2344953290244,561.8943656716032,74.60354914640305,modeler,561.8943656716032,47.15666817027871,modeler
14,309.37663661604034,300.06570351148065,39.84016894761344,modeler,300.06570351148065,25.640261836034227,modeler
15,13.850106099550052,17.339907375232844,2.302245245894333,modeler,17.339907375232844,5.882927052286205,modeler
16,35.28559025661206,25.59888181406093,3.3988015438197405,modeler,25.598881814060938,6.088519777216153,modeler
17,342.3482751576668,328.40230529897525,43.60246163686053,modeler,328.40230529897525,27.946743075054968,modeler
18,639.0895463395176,600.2697811334309,79.69871003131098,modeler,600.2697811334309,50.33168688025934,modeler
19,128.56013035842045,136.8453388591852,18.169158807696785,modeler,136.8453388591852,12.747183482656945,modeler
20,257.0007765378474,222.585008404747,29.552942026617817,modeler,222.585008404747,19.400336865200458,modeler
21,693.8169086805057,766.3199600736584,101.74543881551872,modeler,766.3199600736584,64.09516006363654,modeler
22,461.4417783821748,454.2972295418699,60.31771763842493,modeler,454.2972295418699,38.27405622198245,modeler
23,63.91423520822764,71.18329666228985,9.45111198009742,modeler,71.18329666228985,8.227333693030843,modeler
24,46.84298165071614,45.88138581959209,6.091739713043372,modeler,45.88138581959209,6.865283460098673,modeler
25,395.7969602923961,388.84006400183927,51.62687258872752,modeler,388.84006400183927,32.89182795018492,modeler
26,700.0194122271802,680.7851671849614,90.38885737449964,modeler,680.7851671849614,57.001173455779195,modeler
27,197.67856109076823,177.20547021338277,23.527833368242085,modeler,177.20547021338277,15.82592651771081,modeler
28,87.59099670198596,101.5046143421542,13.47691834498189,modeler,101.50461434215421,10.199476303533745,modeler
29,521.2727644417814,524.7738019190671,69.67499678595274,modeler,524.7738019190671,44.08849312637206,modeler
30,299.30006655007776,272.9839534332778,36.24448478282397,modeler,272.9839534332778,23.446005070084475,modeler
31,9.800765467951557,10.335784645696403,1.3722974724265309,modeler,10.335784645696403,5.767451333675274,modeler
32,11.284677426588583,13.680989546803168,1.816445293603232,modeler,13.680989546803168,5.815589912462387,modeler
33,300.33358226694264,286.3679720087178,38.0215007996615,modeler,286.3679720087178,24.529021175416503,modeler
34,465.5394808159848,543.1772273316736,72.1184469006207,modeler,543.1772273316736,45.609205815766764,modeler
35,102.50704646186418,109.86922608042758,14.587500263989009,modeler,109.86922608042758,10.784256616159311,modeler
36,147.86100567310427,188.07978537023948,24.97163233616442,modeler,188.07978537023948,16.674183979169683,modeler
37,812.4914715787856,701.6982960161513,93.16552453808282,modeler,701.6982960161513,58.7349317928921,modeler
38,339.0858712042066,404.7337859958625,53.73710565448026,modeler,404.7337859958625,34.1966270195712,modeler
39,53.1041139096436,51.73629413928216,6.8691045831352815,modeler,51.73629413928216,7.148342179193617,modeler
40,69.14456997334048,78.29305669127157,10.395085374646936,modeler,78.29305669127157,8.663992433321097,modeler
41,469.12722434418464,471.4458032451848,62.59455922863527,modeler,471.4458032451848,39.68730146005093,modeler
42,768.5933042904649,788.48794061414,104.68871450355952,modeler,788.48794061414,65.93482121875769,modeler
43,242.37700598321328,234.7141752708953,31.163349518997748,modeler,234.7141752708953,20.36832250390228,modeler
44,172.06424481932515,146.46480230675022,19.446349251161504,modeler,146.46480230675022,13.468668732849558,modeler
45,654.6921993171909,619.9280582553292,82.30876867043656,modeler,619.9280582553292,51.95917318384647,modeler
46,323.81042761203906,343.04117558370683,45.54608617815568,modeler,343.04117558370683,29.141686639407173,modeler
47,44.202472763075626,30.19893842445936,4.009557889454047,modeler,30.198938424459357,6.233094138106814,modeler
48,14.680611206518437,21.31253813098543,2.829697329299836,modeler,21.31253813098543,5.972815706307282,modeler
49,309.680966982849,314.07714794156647,41.700489226679785,modeler,314.07714794156647,26.779554453269878,modeler
