,y,y_pred_quad,sd_quad,_source_quad
0,5.231399699323243,4.5865136254503795,29.921787386187198,car_ml.FitQuadraticConstantNoise
1,277.27315340384547,247.15705506436714,29.921787386187198,car_ml.FitQuadraticConstantNoise
2,462.5856419444955,488.9080898758217,29.921787386187198,car_ml.FitQuadraticConstantNoise
3,75.83672947156876,85.7165296475767,29.921787386187198,car_ml.FitQuadraticConstantNoise
4,144.30632210357112,156.3979786816389,29.921787386187198,car_ml.FitQuadraticConstantNoise
5,616.8590720300592,639.900048304548,29.921787386187198,car_ml.FitQuadraticConstantNoise
6,333.5193503603655,357.9937587957614,29.921787386187198,car_ml.FitQuadraticConstantNoise
7,34.24217676372983,35.11270796218053,29.921787386187198,car_ml.FitQuadraticConstantNoise
8,63.77959646431859,57.904915386295364,29.921787386187198,car_ml.FitQuadraticConstantNoise
9,413.699724641394,420.9412209172083,29.921787386187198,car_ml.FitQuadraticConstantNoise
10,722.7200519510965,722.9251377746609,29.921787386187198,car_ml.FitQuadraticConstantNoise
11,199.67161381695195,199.26781345441978,29.921787386187198,car_ml.FitQuadraticConstantNoise
12,119.25245642741469,118.54755074602454,29.921787386187198,car_ml.FitQuadraticConstantNoise
13,597.2344953290244,561.8943656716016,29.921787386187198,car_ml.FitQuadraticConstantNoise
14,309.37663661604034,300.065703511481,29.921787386187198,car_ml.FitQuadraticConstantNoise
15,13.850106099550052,17.3399073752322,29.921787386187198,car_ml.FitQuadraticConstantNoise
16,35.28559025661206,25.598881814060555,29.921787386187198,car_ml.FitQuadraticConstantNoise
17,342.3482751576668,328.4023052989754,29.921787386187198,car_ml.FitQuadraticConstantNoise
18,639.0895463395176,600.269781133429,29.921787386187198,car_ml.FitQuadraticConstantNoise
19,128.56013035842045,136.84533885918592,29.921787386187198,car_ml.FitQuadraticConstantNoise
20,257.0007765378474,222.5850084047476,29.921787386187198,car_ml.FitQuadraticConstantNoise
21,693.8169086805057,766.3199600736548,29.921787386187198,car_ml.FitQuadraticConstantNoise
22,461.4417783821748,454.2972295418691,29.921787386187198,car_ml.FitQuadraticConstantNoise
23,63.91423520822764,71.18329666229022,29.921787386187198,car_ml.FitQuadraticConstantNoise
24,46.84298165071614,45.88138581959213,29.921787386187198,car_ml.FitQuadraticConstantNoise
25,395.7969602923961,388.84006400183904,29.921787386187198,car_ml.FitQuadraticConstantNoise
26,700.0194122271802,680.7851671849586,29.921787386187198,car_ml.FitQuadraticConstantNoise
27,197.67856109076823,177.20547021338353,29.921787386187198,car_ml.FitQuadraticConstantNoise
28,87.59099670198596,101.50461434215481,29.921787386187198,car_ml.FitQuadraticConstantNoise
29,521.2727644417814,524.7738019190658,29.921787386187198,car_ml.FitQuadraticConstantNoise
30,299.30006655007776,272.98395343327826,29.921787386187198,car_ml.FitQuadraticConstantNoise
31,9.800765467951557,10.335784645695476,29.921787386187198,car_ml.FitQuadraticConstantNoise
32,11.284677426588583,13.680989546802387,29.921787386187198,car_ml.FitQuadraticConstantNoise
33,300.33358226694264,286.3679720087182,29.921787386187198,car_ml.FitQuadraticConstantNoise
34,465.5394808159848,543.1772273316723,29.921787386187198,car_ml.FitQuadraticConstantNoise
35,102.50704646186418,109.86922608042823,29.921787386187198,car_ml.FitQuadraticConstantNoise
36,147.86100567310427,188.0797853702402,29.921787386187198,car_ml.FitQuadraticConstantNoise
37,812.4914715787856,701.6982960161483,29.921787386187198,car_ml.FitQuadraticConstantNoise
38,339.0858712042066,404.73378599586215,29.921787386187198,car_ml.FitQuadraticConstantNoise
39,53.1041139096436,51.73629413928229,29.921787386187198,car_ml.FitQuadraticConstantNoise
40,69.14456997334048,78.29305669127201,29.921787386187198,car_ml.FitQuadraticConstantNoise
41,469.12722434418464,471.445803245184,29.921787386187198,car_ml.FitQuadraticConstantNoise
42,768.5933042904649,788.4879406141362,29.921787386187198,car_ml.FitQuadraticConstantNoise
43,242.37700598321328,234.71417527089594,29.921787386187198,car_ml.FitQuadraticConstantNoise
44,172.06424481932515,146.46480230675095,29.921787386187198,car_ml.FitQuadraticConstantNoise
45,654.6921993171909,619.928058255327,29.921787386187198,car_ml.FitQuadraticConstantNoise
46,323.81042761203906,343.04117558370694,29.921787386187198,car_ml.FitQuadraticConstantNoise
47,44.202472763075626,30.198938424459087,29.921787386187198,car_ml.FitQuadraticConstantNoise
48,14.680611206518437,21.312538130984922,29.921787386187198,car_ml.FitQuadraticConstantNoise
49,309.680966982849,314.07714794156675,29.921787386187198,car_ml.FitQuadraticConstantNoise
