,y,y_pred_mean,y_pred_sd,_source_modeler,model_name
0,5.231399699323243,4.5865136254503795,0.6986803101567436,modeler,quad_linear_sd
1,277.27315340384547,247.15705506436714,24.923518044985624,modeler,quad_linear_sd
2,462.5856419444955,488.9080898758217,37.03593691240006,modeler,quad_linear_sd
3,75.83672947156876,85.7165296475767,12.811099177571185,modeler,quad_linear_sd
4,144.30632210357112,156.3979786816389,18.867308611278407,modeler,quad_linear_sd
5,616.8590720300592,639.900048304548,43.092146346107285,modeler,quad_linear_sd
6,333.5193503603655,357.9937587957614,30.979727478692848,modeler,quad_linear_sd
7,34.24217676372983,35.11270796218053,6.754889743863964,modeler,quad_linear_sd
8,63.77959646431859,57.904915386295364,9.782994460717575,modeler,quad_linear_sd
9,413.699724641394,420.9412209172083,34.007832195546456,modeler,quad_linear_sd
10,722.7200519510965,722.9251377746609,46.12025106296089,modeler,quad_linear_sd
11,199.67161381695195,199.26781345441978,21.895413328132015,modeler,quad_linear_sd
12,119.25245642741469,118.54755074602454,15.839203894424795,modeler,quad_linear_sd
13,597.2344953290244,561.8943656716016,40.06404162925367,modeler,quad_linear_sd
14,309.37663661604034,300.065703511481,27.951622761839236,modeler,quad_linear_sd
15,13.850106099550052,17.3399073752322,3.7267850270103535,modeler,quad_linear_sd
16,35.28559025661206,25.598881814060555,5.240837385437159,modeler,quad_linear_sd
17,342.3482751576668,328.4023052989754,29.46567512026604,modeler,quad_linear_sd
18,639.0895463395176,600.269781133429,41.578093987680475,modeler,quad_linear_sd
19,128.56013035842045,136.84533885918592,17.3532562528516,modeler,quad_linear_sd
20,257.0007765378474,222.5850084047476,23.40946568655882,modeler,quad_linear_sd
21,693.8169086805057,766.3199600736548,47.6343034213877,modeler,quad_linear_sd
22,461.4417783821748,454.2972295418691,35.52188455397326,modeler,quad_linear_sd
23,63.91423520822764,71.18329666229022,11.29704681914438,modeler,quad_linear_sd
24,46.84298165071614,45.88138581959213,8.268942102290769,modeler,quad_linear_sd
25,395.7969602923961,388.84006400183904,32.49377983711965,modeler,quad_linear_sd
26,700.0194122271802,680.7851671849586,44.60619870453409,modeler,quad_linear_sd
27,197.67856109076823,177.20547021338353,20.38136096970521,modeler,quad_linear_sd
28,87.59099670198596,101.50461434215481,14.325151535997989,modeler,quad_linear_sd
29,521.2727644417814,524.7738019190658,38.54998927082687,modeler,quad_linear_sd
30,299.30006655007776,272.98395343327826,26.43757040341243,modeler,quad_linear_sd
31,9.800765467951557,10.335784645695476,2.2127326685835484,modeler,quad_linear_sd
32,11.284677426588583,13.680989546802387,2.9697588477969505,modeler,quad_linear_sd
33,300.33358226694264,286.3679720087182,27.194596582625834,modeler,quad_linear_sd
34,465.5394808159848,543.1772273316723,39.30701545004027,modeler,quad_linear_sd
35,102.50704646186418,109.86922608042823,15.082177715211394,modeler,quad_linear_sd
36,147.86100567310427,188.0797853702402,21.138387148918614,modeler,quad_linear_sd
37,812.4914715787856,701.6982960161483,45.36322488374749,modeler,quad_linear_sd
38,339.0858712042066,404.73378599586215,33.25080601633305,modeler,quad_linear_sd
39,53.1041139096436,51.73629413928229,9.025968281504172,modeler,quad_linear_sd
40,69.14456997334048,78.29305669127201,12.054072998357782,modeler,quad_linear_sd
41,469.12722434418464,471.445803245184,36.27891073318666,modeler,quad_linear_sd
42,768.5933042904649,788.4879406141362,48.391329600601104,modeler,quad_linear_sd
43,242.37700598321328,234.71417527089594,24.166491865772223,modeler,quad_linear_sd
44,172.06424481932515,146.46480230675095,18.110282432065002,modeler,quad_linear_sd
45,654.6921993171909,619.928058255327,42.33512016689388,modeler,quad_linear_sd
46,323.81042761203906,343.04117558370694,30.222701299479443,modeler,quad_linear_sd
47,44.202472763075626,30.198938424459087,5.997863564650561,modeler,quad_linear_sd
48,14.680611206518437,21.312538130984922,4.4838112062237565,modeler,quad_linear_sd
49,309.680966982849,314.07714794156675,28.708648941052637,modeler,quad_linear_sd
