,x,y
0,9.516939417758696,29.749036466220204
1,72.39875748307087,642.1322031488354
2,17.95032582892528,36.648484459506534
3,9.440852992669273,18.604106023597108
4,78.79100777651743,769.656168433853
5,16.961120555804545,57.97101033521218
6,65.41036750020272,559.0933131758599
7,58.67109927447662,463.6866132240033
8,21.550603130061695,92.2426763209983
9,36.86691293753081,197.6885728774193
10,15.728747814070953,56.885233267094215
11,58.51149357272939,388.75379474004455
12,57.41918959154346,399.807488034195
13,38.45915666661684,213.18151905476412
14,8.841742211103158,20.387384324350812
15,60.7330510671881,516.3417236347085
16,49.256663448516726,307.93195588760693
17,35.89512052438465,181.12304935748705
18,79.19565172108328,750.1782836064517
19,69.15666924571998,553.1535405924475
20,77.63489640766394,746.0318797129062
21,9.254011275664704,20.8106983275764
22,15.45146824315536,39.87252653708145
23,14.438246835273125,42.11877078063762
24,13.410998742856119,44.77512244086252
25,53.74705712029171,375.01393668406297
26,10.283718862169817,19.438867823067326
27,82.00547704680571,742.3368448287033
28,81.8055624917479,706.6202823713055
29,51.837742097869025,345.2128756869305
30,20.283784843682106,65.30316533074657
31,28.359646918512794,155.1851374655389
32,74.99371524386733,676.6289821059274
33,21.827563519954296,81.15093549303012
34,70.51911096414413,700.5200330525126
35,74.20853194574875,622.4535601870218
36,14.518957923553241,40.92757044051527
37,13.35764353670321,39.77092163013816
38,75.34625315902497,707.9737540530122
39,44.923956420356006,251.30080488512604
40,26.801159259542246,124.09865438453963
41,29.906265221248937,118.1008997745457
42,40.226356235739416,215.08209978115158
43,66.28266205478195,537.8450475551286
44,47.34277718351113,308.5588325363138
45,3.087674109965432,5.947996851450204
46,21.254611344246435,101.29527606693844
47,46.93948443262439,345.77835212795037
48,38.87569198566635,219.09558164973032
49,76.70545196015084,742.7201335629635
