,y,y_pred_quad,sd_quad,_source_quad,y_pred_hetero,sd_hetero,_source_hetero,sd_const_loo,sd_hetero_loo,nll_const_loo,nll_hetero_loo,_source_loocv
0,5.231399699323243,4.586513625451484,29.921787386187194,quadratic_ls,4.586513625451484,5.374423828066273,heteroscedastic_mle,30.245096877142867,5.631990370328497,4.328597552948799,2.6567723744112928,loocv_const_vs_hetero
1,277.27315340384547,247.15705506436632,29.921787386187194,quadratic_ls,247.15705506436632,19.710772682244983,heteroscedastic_mle,29.90207280128301,19.42092944799353,4.8727964537432324,5.203190804918838,loocv_const_vs_hetero
2,462.5856419444955,488.9080898758221,29.921787386187194,quadratic_ls,488.9080898758221,37.747615105019406,heteroscedastic_mle,29.985511027284883,38.11749444355411,4.735378671793855,4.816877196182162,loocv_const_vs_hetero
3,75.83672947156876,85.71652964757608,29.921787386187194,quadratic_ls,85.71652964757608,10.292426651332292,heteroscedastic_mle,30.208863823546817,10.30493886084975,4.384625288987454,3.7461384698937055,loocv_const_vs_hetero
4,144.30632210357112,156.397978681638,29.921787386187194,quadratic_ls,156.397978681638,14.243303060494457,heteroscedastic_mle,30.19044950037724,14.292311411677693,4.413628055377575,3.9675897031796787,loocv_const_vs_hetero
5,616.8590720300592,639.9000483045496,29.921787386187194,quadratic_ls,639.9000483045496,52.23750821504219,heteroscedastic_mle,30.039242605925175,53.68634752403,4.662157921775084,5.008766999072765,loocv_const_vs_hetero
6,333.5193503603655,357.993758795761,29.921787386187194,quadratic_ls,357.993758795761,27.276998746781413,heteroscedastic_mle,30.020285900611363,27.33200730380495,4.681137535927124,4.661689103828483,loocv_const_vs_hetero
7,34.24217676372983,35.11270796218059,29.921787386187194,quadratic_ls,35.11270796218059,7.437463481829312,heteroscedastic_mle,30.244985784126595,7.666045318745703,4.328737904498697,2.9630390205467245,loocv_const_vs_hetero
8,63.77959646431859,57.90491538629505,29.921787386187194,quadratic_ls,57.90491538629505,8.749259817761194,heteroscedastic_mle,30.2323285502816,8.868213952206869,4.3484141329420005,3.3403985387828956,loocv_const_vs_hetero
9,413.699724641394,420.9412209172082,29.921787386187194,quadratic_ls,420.9412209172082,32.08802969821616,heteroscedastic_mle,30.22570903633969,32.58458897926154,4.35854842879931,4.4293807221076555,loocv_const_vs_hetero
10,722.7200519510965,722.9251377746633,29.921787386187194,quadratic_ls,722.9251377746633,61.45099504991801,heteroscedastic_mle,30.245258450462742,64.0838511478455,4.328307448882585,5.079137501873641,loocv_const_vs_hetero
