,x_held_out,y_held_out,mu_pred,sd_pred,loglik,z_resid,_source_selector
0,3.0,5.231399699323243,4.460374986097028,29.30460391319636,-4.2970292935583005,0.026310702424440863,selector
1,43.0,277.27315340384547,245.74297748448794,28.972246416819484,-4.877463314981629,1.0882889599148609,selector
2,63.0,462.5856419444955,489.9276219849981,29.05309007138395,-4.730901775723296,-0.94110402622657,selector
3,23.0,75.83672947156876,86.0856287217299,29.26949755236996,-4.356789188418531,-0.3501563097153777,selector
4,33.0,144.30632210357112,156.91161315453988,29.251655835776834,-4.38772320605701,-0.4309257267942966,selector
5,73.0,616.8590720300592,641.6560901650327,29.10515082807718,-4.652788999758512,-0.8519804031062509,selector
6,53.0,333.5193503603655,359.0039263900134,29.08678359510132,-4.673047584217972,-0.8761565522129422,selector
7,13.0,34.24217676372983,35.16844372067058,29.304496274697033,-4.297179038020051,-0.03160835621462416,selector
8,18.0,63.77959646431859,57.648503174534646,29.292232626609845,-4.318165797312726,0.20930781780745153,selector
9,58.0,413.699724641394,421.2157883813298,29.28581895119815,-4.328975306734013,-0.2566451616893664,selector
10,78.0,722.7200519510965,722.9523265810242,29.304760462278054,-4.296719921262656,-0.007926173982097282,selector
11,38.0,199.67161381695195,199.24926910401408,29.304717665440833,-4.296790904129938,0.01441217478221754,selector
12,28.0,119.25245642741469,118.52038889707178,29.304597361511725,-4.296994976635131,0.024981320211018856,selector
13,68.0,597.2344953290244,560.1635416530938,28.844988822601874,-5.106716443802439,1.285178299215812,selector
14,48.0,309.37663661604034,299.6459690649954,29.27321208518488,-4.350859107591226,0.33240860356317337,selector
15,8.0,13.850106099550052,17.719127043642423,29.300075163179585,-4.305246972489059,-0.13204815764276398,selector
16,10.5,35.28559025661206,24.80018928996559,29.269388800152402,-4.359647906991966,0.3582377834480737,selector
17,50.5,342.3482751576668,327.7984209129204,29.23403667285838,-4.418126111239417,0.4977025378864247,selector
18,70.5,639.0895463395176,597.9459353995885,28.743248584965293,-5.301820561745943,1.4314182622158458,selector
19,30.5,128.56013035842045,137.18001735507806,29.279898508605143,-4.339174278525629,-0.2943960681463528,selector
20,40.5,257.0007765378474,220.9741352090364,28.86981454577698,-5.060362297591649,1.2478999915876114,selector
21,80.5,693.8169086805057,779.2280763402877,27.062722934810918,-9.19740536097978,-3.156044861617276,selector
22,60.5,461.4417783821748,454.0292043195444,29.28633046063773,-4.328090969701141,0.25310695966479085,selector
23,20.5,63.91423520822764,71.4683362979846,29.285650422580314,-4.3293041173413584,-0.25794547775973176,selector
24,15.5,46.84298165071614,45.83181280196316,29.30443847496153,-4.2972728416613695,0.03450565516267951,selector
25,55.5,395.7969602923961,388.56639264222434,29.287256276057114,-4.326566976777773,0.24688443266987975,selector
26,75.5,700.0194122271802,678.8675543441325,29.162769080062798,-4.554863966053253,0.7253034794116381,selector
27,35.5,197.67856109076823,176.29613174182757,29.151946593322645,-4.560458176081719,0.7334820431455641,selector
28,25.5,87.59099670198596,102.02417974273409,29.23476758367299,-4.416166683151028,-0.4936992572093772,selector
29,65.5,521.2727644417814,524.9218023570976,29.300328242070087,-4.304292251657949,-0.12453914799755719,selector
30,45.5,299.30006655007776,271.7641203250822,29.051358063876275,-4.737201063076505,0.9478367986946172,selector
31,5.5,9.800765467951557,10.413456834133159,29.304662906956075,-4.296903744869983,-0.020907640812212417,selector
32,6.75,11.284677426588583,13.981583021183479,29.302526641248768,-4.300847648977243,-0.09203662290331298,selector
33,46.75,300.33358226694264,285.7284578314357,29.23366750100896,-4.419059384058411,0.49959945788542776,selector
34,66.75,465.5394808159848,546.6841757284473,27.022226937093926,-8.724263551397648,-3.0028870344906173,selector
35,26.75,102.50704646186418,110.14767882087457,29.285183350668238,-4.330055779191492,-0.2609043715902175,selector
36,36.75,147.86100567310427,189.89922243922595,28.710021772637255,-5.348176753141535,-1.4642349315871006,selector
37,76.75,812.4914715787856,688.9804456166518,24.072827070317466,-17.26218541112815,5.130723765902292,selector
38,56.75,339.0858712042066,407.26340132593714,27.702506793635678,-7.2688694912140015,-2.461059954956621,selector
39,16.75,53.1041139096436,51.67186545962026,29.30409488704956,-4.2978601975458695,0.04887536897296568,selector
40,21.75,69.14456997334048,78.64081551133873,29.27451063111863,-4.348268910564686,-0.3243861411607611,selector
41,61.75,469.12722434418464,471.5336307826412,29.30283419281945,-4.299994783568538,-0.08212196890655114,selector
42,81.75,768.5933042904649,792.603839366155,29.137971255275335,-4.630492657131716,-0.8240290604083514,selector
43,41.75,242.37700598321328,234.3542132310676,29.2833624962866,-4.33348811551965,0.27397102204922813,selector
44,31.75,172.06424481932515,145.4041211284025,29.06616085453136,-4.709161319470588,0.9172220515929057,selector
45,71.75,654.6921993171909,617.589761604535,28.852154292882727,-5.107957338051906,1.2859503431190336,selector
46,51.75,323.81042761203906,343.8546347769819,29.17024722729571,-4.528172333348474,-0.6871456045181109,selector
47,11.75,44.202472763075626,29.185187595559462,29.231459454282557,-4.4261469443269155,0.5137370985873254,selector
48,9.25,14.680611206518437,21.938912320342812,29.288010856110386,-4.326825393508308,-0.24782499397053007,selector
49,49.25,309.680966982849,314.27163440925585,29.297748932587336,-4.308725112913187,-0.15669010738571637,selector
50,3.0,5.231399699323243,4.460374986097028,1.4504057246678739,-1.432077119935403,0.5315924365940919,selector
51,43.0,277.27315340384547,245.74297748448794,24.258452006149565,-4.952392209005163,1.2997604262367843,selector
52,63.0,462.5856419444955,489.9276219849981,37.09584127027062,-4.804074493059791,-0.7370632152886382,selector
53,23.0,75.83672947156876,86.0856287217299,12.37929860399596,-3.7776785604829026,-0.8279062956646724,selector
54,33.0,144.30632210357112,156.91161315453988,18.38445965096407,-4.065501706753291,-0.6856492543313746,selector
55,73.0,616.8590720300592,641.6560901650327,44.1646393606166,-4.864485972285734,-0.5614676921167375,selector
56,53.0,333.5193503603655,359.0039263900134,30.618127544212346,-4.686922547756714,-0.8323362032132241,selector
57,13.0,34.24217676372983,35.16844372067058,6.772178382321895,-2.8411150842172237,-0.13677533352616336,selector
58,18.0,63.77959646431859,57.648503174534646,9.593989511432786,-3.3842714106992866,0.6390556590121089,selector
59,58.0,413.699724641394,421.2157883813298,34.26146909893144,-4.477022306558338,-0.2193736561100987,selector
60,78.0,722.7200519510965,722.9523265810242,47.773892546221305,-4.785429661764322,-0.00486195739028331,selector
61,38.0,199.67161381695195,199.24926910401408,21.539609679364354,-3.9890243172664728,0.019607816447226117,selector
62,28.0,119.25245642741469,118.52038889707178,15.439182622588104,-3.6569712859488144,0.047416210316202904,selector
63,68.0,597.2344953290244,560.1635416530938,40.40455696651696,-5.038779070609099,0.9174943733859299,selector
64,48.0,309.37663661604034,299.6459690649954,27.82366539215554,-4.305979707341457,0.34972630003623933,selector
65,8.0,13.850106099550052,17.719127043642423,3.9017049112173816,-2.7720103908837372,-0.9916231576019385,selector
66,10.5,35.28559025661206,24.80018928996559,5.121858184747827,-4.64794292976156,2.0471868974956235,selector
67,50.5,342.3482751576668,327.7984209129204,29.384740826514495,-4.422000811598437,0.4951499940274367,selector
68,70.5,639.0895463395176,597.9459353995885,41.87471708501774,-5.136313812749946,0.9825406308153845,selector
69,30.5,128.56013035842045,137.18001735507806,16.900949283330114,-3.8763704811474544,-0.5100238366586693,selector
70,40.5,257.0007765378474,220.9741352090364,22.54145045148948,-5.3114794819906646,1.5982397142696045,selector
71,80.5,693.8169086805057,779.2280763402877,42.28017853197443,-6.703705697960482,-2.020123155231942,selector
72,60.5,461.4417783821748,454.0292043195444,35.98733368565498,-4.523318893092317,0.20597730655397561,selector
73,20.5,63.91423520822764,71.4683362979846,10.952846713782325,-3.5503761076996003,-0.6896929435022036,selector
74,15.5,46.84298165071614,45.83181280196316,8.180884634432,-3.0283774778579495,0.12360140668615921,selector
75,55.5,395.7969602923961,388.56639264222434,32.69990348029954,-4.430757449907833,0.22111892943439054,selector
76,75.5,700.0194122271802,678.8675543441325,45.55062270226707,-4.84557763391871,0.4643593573089605,selector
77,35.5,197.67856109076823,176.29613174182757,19.762641600706466,-4.48805290147847,1.0819621071393761,selector
78,25.5,87.59099670198596,102.02417974273409,13.79130067861428,-4.090602200072659,-1.0465425544038205,selector
79,65.5,521.2727644417814,524.9218023570976,39.28539692719423,-4.594105247858606,-0.09288535182879178,selector
80,45.5,299.30006655007776,271.7641203250822,25.943718409986865,-4.738123715771149,1.0613723827034662,selector
81,5.5,9.800765467951557,10.413456834133159,2.7485670134897138,-1.954863329704031,-0.22291301728303128,selector
82,6.75,11.284677426588583,13.981583021183479,3.2861812049386585,-2.4454231272322193,-0.8206807313430657,selector
83,46.75,300.33358226694264,285.7284578314357,26.974783892219147,-4.360417611220132,0.5414361981124067,selector
84,66.75,465.5394808159848,546.6841757284473,36.69855243675627,-6.966189118202597,-2.2111143226235304,selector
85,26.75,102.50704646186418,110.14767882087457,14.64756997752285,-3.739262639131443,-0.5216313948822353,selector
86,36.75,147.86100567310427,189.89922243922595,19.968964985289833,-6.129004107462686,-2.1051775491163007,selector
87,76.75,812.4914715787856,688.9804456166518,36.53631545670924,-10.231136437833097,3.3805003164174647,selector
88,56.75,339.0858712042066,407.26340132593714,30.812186344737963,-6.794826750715982,-2.2126807023343127,selector
89,16.75,53.1041139096436,51.67186545962026,8.886997521263686,-3.1165144232550177,0.16116224254552125,selector
90,21.75,69.14456997334048,78.64081551133873,11.654580662407175,-3.7065938627112778,-0.8148079980800325,selector
91,61.75,469.12722434418464,471.5336307826412,36.79419225556344,-4.526417244567046,-0.06540180096201688,selector
92,81.75,768.5933042904649,792.603839366155,49.53383167230072,-4.939076032208527,-0.4847300171433489,selector
93,41.75,242.37700598321328,234.3542132310676,23.858005953269707,-4.1475979910918825,0.33627256057609306,selector
94,31.75,172.06424481932515,145.4041211284025,17.297167675417576,-4.957284072629792,1.5412999510209726,selector
95,71.75,654.6921993171909,617.589761604535,42.78248415510174,-5.051114969149715,0.8672343003306281,selector
96,51.75,323.81042761203906,343.8546347769819,29.975068542129822,-4.542881662659582,-0.6686959576679806,selector
97,11.75,44.202472763075626,29.185187595559462,5.684066285095391,-6.1466790581882345,2.6419968406937993,selector
98,9.25,14.680611206518437,21.938912320342812,4.359139409181925,-3.777453263208162,-1.6650766200630718,selector
99,49.25,309.680966982849,314.27163440925585,28.626190274853986,-4.2861192017084715,-0.16036599290124304,selector
100,3.0,5.231399699323243,4.460374986097028,0.5914709067199907,-1.2434452905442832,1.3035716625555462,selector
101,43.0,277.27315340384547,245.74297748448794,32.808820279997995,-4.871422774780191,0.9610274203787817,selector
102,63.0,462.5856419444955,489.9276219849981,67.80448467678463,-5.216871091871249,-0.4032473688257992,selector
103,23.0,75.83672947156876,86.0856287217299,11.328071999866362,-3.755494819047311,-0.9047346494868722,selector
104,33.0,144.30632210357112,156.91161315453988,20.937199486572442,-4.141699531689416,-0.6020523928738823,selector
105,73.0,616.8590720300592,641.6560901650327,85.62996643186511,-5.410903107449589,-0.28958341534215315,selector
106,53.0,333.5193503603655,359.0039263900134,51.268141798300526,-4.979554355818513,-0.4970840591396804,selector
107,13.0,34.24217676372983,35.16844372067058,4.700428621328913,-2.4860085762509896,-0.197060104846114,selector
108,18.0,63.77959646431859,57.648503174534646,7.8653736969039585,-3.285222125948847,0.779504385430195,selector
109,58.0,413.699724641394,421.2157883813298,56.98301383766091,-4.970390568535482,-0.13190007396499415,selector
110,78.0,722.7200519510965,722.9523265810242,96.94013373716736,-5.493035013766005,-0.0023960626107393753,selector
111,38.0,199.67161381695195,199.24926910401408,26.71932276887518,-4.204450462191055,0.015806714735668838,selector
112,28.0,119.25245642741469,118.52038889707178,15.90516158489314,-3.6866414620001615,0.04602704137493496,selector
113,68.0,597.2344953290244,560.1635416530938,74.46487367915422,-5.353184113676935,0.4978314182826347,selector
114,48.0,309.37663661604034,299.6459690649954,39.974004772570154,-4.636795732908512,0.24342488590790443,selector
115,8.0,13.850106099550052,17.719127043642423,2.2890183993874462,-3.1755397515034893,-1.6902533178098273,selector
116,10.5,35.28559025661206,24.80018928996559,3.473440238690058,-6.7204692070360945,3.018736539598804,selector
117,50.5,342.3482751576668,327.7984209129204,43.70112354425772,-4.751736883717556,0.3329400496994376,selector
118,70.5,639.0895463395176,597.9459353995885,80.03192171388376,-5.4335083757300815,0.5140900038239565,selector
119,30.5,128.56013035842045,137.18001735507806,18.28729036026813,-3.9362346981448613,-0.4713594429159174,selector
120,40.5,257.0007765378474,220.9741352090364,29.393897782070326,-5.050835027155571,1.225650357632614,selector
121,80.5,693.8169086805057,779.2280763402877,117.44544390642716,-5.949352346270041,-0.7272412178699075,selector
122,60.5,461.4417783821748,454.0292043195444,60.62242052795544,-5.0310788560117325,0.12227446542178455,selector
123,20.5,63.91423520822764,71.4683362979846,9.428465804695282,-3.4836338576470984,-0.8012015153085777,selector
124,15.5,46.84298165071614,45.83181280196316,6.166401579220247,-2.751498770379348,0.16398037587439196,selector
125,55.5,395.7969602923961,388.56639264222434,51.861111550366616,-4.877226960884636,0.1394217639000956,selector
126,75.5,700.0194122271802,678.8675543441325,93.18528753315584,-5.479289954409164,0.22698709681527499,selector
127,35.5,197.67856109076823,176.29613174182757,23.481184936495183,-4.4897521026262055,0.9106196900526697,selector
128,25.5,87.59099670198596,102.02417974273409,13.366340128086298,-4.094679051033037,-1.0798156340807241,selector
129,65.5,521.2727644417814,524.9218023570976,70.52717095328724,-5.1762750583555635,-0.05173946247940477,selector
130,45.5,299.30006655007776,271.7641203250822,36.32185719917897,-4.798723252525183,0.7581095337167387,selector
131,5.5,9.800765467951557,10.413456834133159,1.3896058583361717,-1.3451595774630072,-0.4409101778796479,selector
132,6.75,11.284677426588583,13.981583021183479,1.81905303580663,-2.6162876825015884,-1.4825876659494954,selector
133,46.75,300.33358226694264,285.7284578314357,38.10101156416669,-4.632648938107357,0.3833264219484077,selector
134,66.75,465.5394808159848,546.6841757284473,77.82746225673188,-5.81696415010694,-1.0426229066134511,selector
135,26.75,102.50704646186418,110.14767882087457,14.634771085615101,-3.7386265372119394,-0.5220875895025494,selector
136,36.75,147.86100567310427,189.89922243922595,25.76706989103163,-5.4988839951610995,-1.6314705918794947,selector
137,76.75,812.4914715787856,688.9804456166518,314.98241042452656,-6.748334531103346,0.39212039108999247,selector
138,56.75,339.0858712042066,407.26340132593714,80.10764204705762,-5.664473252773053,-0.851073984697752,selector
139,16.75,53.1041139096436,51.67186545962026,6.958749404042467,-2.880119204281127,0.20581980566670852,selector
140,21.75,69.14456997334048,78.64081551133873,10.346079935458842,-3.6767790650273264,-0.9178592855688289,selector
141,61.75,469.12722434418464,471.5336307826412,63.35773891487347,-5.068456881621778,-0.03798125500800707,selector
142,81.75,768.5933042904649,792.603839366155,107.31963696359112,-5.619777550460243,-0.223729186521902,selector
143,41.75,242.37700598321328,234.3542132310676,31.311968818596426,-4.395763620372172,0.25622128070659284,selector
144,31.75,172.06424481932515,145.4041211284025,19.332042634391193,-4.831611225457111,1.3790639817592272,selector
145,71.75,654.6921993171909,617.589761604535,83.33002591283329,-5.4408698842208985,0.4452469239775174,selector
146,51.75,323.81042761203906,343.8546347769819,48.09960445487606,-4.879041478981618,-0.41672291055422384,selector
147,11.75,44.202472763075626,29.185187595559462,4.367131091206095,-8.305398461678045,3.4387072093521143,selector
148,9.25,14.680611206518437,21.938912320342812,2.734237604900902,-5.448235898705135,-2.654597793847342,selector
149,49.25,309.680966982849,314.27163440925585,42.373157981537744,-4.671322302724176,-0.10833904398645601,selector
