,y,y_pred_baseline,sd_baseline,_source_baseline
0,5.231399699323243,4.731874256004194,27.563180855889765,baseline
1,277.27315340384547,246.9754996104445,27.563180855889765,baseline
2,462.5856419444955,489.0481241828602,27.563180855889765,baseline
3,75.83672947156876,85.53674963482584,27.563180855889765,baseline
4,144.30632210357112,156.17689029803554,27.563180855889765,baseline
5,616.8590720300592,640.3221394428668,27.563180855889765,baseline
6,333.5193503603655,357.9325775720527,27.563180855889765,baseline
7,34.24217676372983,35.05507762081538,27.563180855889765,baseline
8,63.77959646431859,57.77610504667069,27.563180855889765,baseline
9,413.699724641394,420.9705422963065,27.563180855889765,baseline
10,722.7200519510965,723.51857281632,27.563180855889765,baseline
11,199.67161381695195,199.0563863730901,27.563180855889765,baseline
12,119.25245642741469,118.33701138528077,27.563180855889765,baseline
13,597.2344953290244,562.1653232317136,27.563180855889765,baseline
14,309.37663661604034,299.9342300100987,27.563180855889765,baseline
15,13.850106099550052,17.373667357259883,27.563180855889765,baseline
16,35.28559025661206,25.584420343750157,27.563180855889765,baseline
17,342.3482751576668,328.3034516457882,27.563180855889765,baseline
18,639.0895463395176,600.6137791920028,27.563180855889765,baseline
19,128.56013035842045,136.62699869637066,27.563180855889765,baseline
20,257.0007765378474,222.3859908464798,27.563180855889765,baseline
21,693.8169086805057,767.0066459389091,27.563180855889765,baseline
22,461.4417783821748,454.37938109429587,27.563180855889765,baseline
23,63.91423520822764,71.02647519546079,27.563180855889765,baseline
24,46.84298165071614,45.78563918845556,27.563180855889765,baseline
25,395.7969602923961,388.82160778889215,27.563180855889765,baseline
26,700.0194122271802,681.290403984306,27.563180855889765,baseline
27,197.67856109076823,176.98668619027535,27.563180855889765,baseline
28,87.59099670198596,101.30692836476582,27.563180855889765,baseline
29,521.2727644417814,524.9767715619994,27.563180855889765,baseline
30,299.30006655007776,272.82491266498414,27.563180855889765,baseline
31,9.800765467951557,10.42281866134456,27.563180855889765,baseline
32,11.284677426588583,13.740754972980351,27.563180855889765,baseline
33,300.33358226694264,286.2220833012195,27.563180855889765,baseline
34,465.5394808159848,543.4135593605347,27.563180855889765,baseline
35,102.50704646186418,109.66448183870142,27.563180855889765,baseline
36,147.86100567310427,187.86404824536083,27.563180855889765,baseline
37,812.4914715787856,702.2470003639911,27.563180855889765,baseline
38,339.0858712042066,404.7385870062775,27.563180855889765,baseline
39,53.1041139096436,51.62338408124126,27.563180855889765,baseline
40,69.14456997334048,78.12412437882143,27.563180855889765,baseline
41,469.12722434418464,471.55626460225614,27.563180855889765,baseline
42,768.5933042904649,789.2231466091691,27.563180855889765,baseline
43,242.37700598321328,234.5232571921403,27.563180855889765,baseline
44,172.06424481932515,146.24445646088122,27.563180855889765,baseline
45,654.6921993171909,620.310471281113,27.563180855889765,baseline
46,323.81042761203906,342.9605265725986,27.563180855889765,baseline
47,44.202472763075626,30.162260945960895,27.563180855889765,baseline
48,14.680611206518437,21.32155581418315,27.563180855889765,baseline
49,309.680966982849,313.9613527916216,27.563180855889765,baseline
50,569.8485781946347,581.2320631755364,27.563180855889765,baseline
51,106.0180450190194,127.32451700450386,27.563180855889765,baseline
52,219.22223496571328,210.56370057346308,27.563180855889765,baseline
53,737.3757362486436,745.1051213412926,27.563180855889765,baseline
54,441.2528679369241,437.5174736589793,27.563180855889765,baseline
55,71.5351665484986,64.24380208474386,27.563180855889765,baseline
56,42.48476816443107,40.2628703683136,27.563180855889765,baseline
57,375.5062701300903,373.2196046441506,27.563180855889765,baseline
58,681.0904089826738,660.6487836772646,27.563180855889765,baseline
59,163.5846057613206,166.42430020783357,27.563180855889765,baseline
